show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,duration_value,duration_type
s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland",United Kingdom,2016-03-18,2016,TV-14,84 min,Documentaries,2016.0,84,min
s5861,Movie,My Beautiful Broken Brain,"Sophie Robinson, Lotje Sodderland",United Kingdom,2016-03-18,2016,TV-14,84 min,International Movies,2016.0,84,min
s5862,Movie,Pee-wee's Big Holiday,John Lee,United States,2016-03-18,2016,TV-PG,90 min,Children & Family Movies,2016.0,90,min
s5862,Movie,Pee-wee's Big Holiday,John Lee,United States,2016-03-18,2016,TV-PG,90 min,Comedies,2016.0,90,min
s5862,Movie,Pee-wee's Big Holiday,John Lee,United States,2016-03-18,2016,TV-PG,90 min,Cult Movies,2016.0,90,min
s5863,TV Show,Netflix Presents: The Characters,Unknown,United States,2016-03-11,2016,TV-MA,1 Season,TV Comedies,2016.0,1,Season
s5864,TV Show,Your lie in April,Unknown,Japan,2016-03-01,2014,TV-14,1 Season,Anime Series,2016.0,1,Season
s5864,TV Show,Your lie in April,Unknown,Japan,2016-03-01,2014,TV-14,1 Season,International TV Shows,2016.0,1,Season
s5864,TV Show,Your lie in April,Unknown,Japan,2016-03-01,2014,TV-14,1 Season,Romantic TV Shows,2016.0,1,Season
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,China,2016-02-26,2016,PG-13,101 min,Action & Adventure,2016.0,101,min
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,United States,2016-02-26,2016,PG-13,101 min,Action & Adventure,2016.0,101,min
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,China,2016-02-26,2016,PG-13,101 min,Romantic Movies,2016.0,101,min
s5865,Movie,"Crouching Tiger, Hidden Dragon: Sword of Destiny",Yuen Wo-Ping,United States,2016-02-26,2016,PG-13,101 min,Romantic Movies,2016.0,101,min
s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,Mitch Schauer,United States,2016-02-24,2015,PG,74 min,Children & Family Movies,2016.0,74,min
s5866,Movie,Marvel Super Hero Adventures: Frost Fight!,Mitch Schauer,United States,2016-02-24,2015,PG,74 min,Sci-Fi & Fantasy,2016.0,74,min
s5867,TV Show,Cooked,Unknown,United States,2016-02-19,2016,TV-14,1 Season,Docuseries,2016.0,1,Season
s5868,TV Show,Care Bears & Cousins,Unknown,United States,2016-02-05,2016,TV-Y,2 Seasons,Kids' TV,2016.0,2,Seasons
s5869,Movie,Hannibal Buress: Comedy Camisado,Lance Bangs,United States,2016-02-05,2016,TV-MA,68 min,Stand-Up Comedy,2016.0,68,min
s5870,TV Show,Turbo FAST,Unknown,United States,2016-02-05,2016,TV-Y7,3 Seasons,Kids' TV,2016.0,3,Seasons
s5871,TV Show,Masha's Tales,Unknown,Unknown,2016-02-01,2012,TV-Y,1 Season,Kids' TV,2016.0,1,Season
s5872,TV Show,Chelsea Does,Unknown,United States,2016-01-23,2016,TV-MA,1 Season,Docuseries,2016.0,1,Season
s5872,TV Show,Chelsea Does,Unknown,United States,2016-01-23,2016,TV-MA,1 Season,Science & Nature TV,2016.0,1,Season
s5873,Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",Mexico,2016-01-22,2016,TV-MA,92 min,Stand-Up Comedy,2016.0,92,min
s5874,Movie,Ip Man,Wilson Yip,Hong Kong,2016-01-15,2008,R,107 min,Action & Adventure,2016.0,107,min
s5874,Movie,Ip Man,Wilson Yip,China,2016-01-15,2008,R,107 min,Action & Adventure,2016.0,107,min
s5874,Movie,Ip Man,Wilson Yip,Hong Kong,2016-01-15,2008,R,107 min,Dramas,2016.0,107,min
s5874,Movie,Ip Man,Wilson Yip,China,2016-01-15,2008,R,107 min,Dramas,2016.0,107,min
s5874,Movie,Ip Man,Wilson Yip,Hong Kong,2016-01-15,2008,R,107 min,International Movies,2016.0,107,min
s5874,Movie,Ip Man,Wilson Yip,China,2016-01-15,2008,R,107 min,International Movies,2016.0,107,min
s5875,Movie,Ip Man 2,Wilson Yip,Hong Kong,2016-01-15,2010,R,108 min,Action & Adventure,2016.0,108,min
s5875,Movie,Ip Man 2,Wilson Yip,China,2016-01-15,2010,R,108 min,Action & Adventure,2016.0,108,min
s5875,Movie,Ip Man 2,Wilson Yip,Hong Kong,2016-01-15,2010,R,108 min,International Movies,2016.0,108,min
s5875,Movie,Ip Man 2,Wilson Yip,China,2016-01-15,2010,R,108 min,International Movies,2016.0,108,min
s5876,Movie,Tom Segura: Mostly Stories,Jay Karas,United States,2016-01-08,2016,TV-MA,74 min,Stand-Up Comedy,2016.0,74,min
s5877,Movie,Marco Polo: One Hundred Eyes,Alik Sakharov,United States,2015-12-26,2015,TV-MA,29 min,Movies,2015.0,29,min
s5878,TV Show,Sammy & Co,Unknown,France,2015-12-25,2014,TV-Y,1 Season,Kids' TV,2015.0,1,Season
s5878,TV Show,Sammy & Co,Unknown,France,2015-12-25,2014,TV-Y,1 Season,TV Comedies,2015.0,1,Season
s5879,Movie,Mike Epps: Don't Take It Personal,L. Frazier,United States,2015-12-18,2015,TV-MA,60 min,Stand-Up Comedy,2015.0,60,min
s5880,Movie,The Ridiculous 6,Frank Coraci,United States,2015-12-11,2015,TV-14,120 min,Action & Adventure,2015.0,120,min
s5880,Movie,The Ridiculous 6,Frank Coraci,United States,2015-12-11,2015,TV-14,120 min,Comedies,2015.0,120,min
s5881,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,2015-12-09,2015,TV-MA,74 min,Comedies,2015.0,74,min
s5881,Movie,"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin","Gary Howsam, Mike Smith, John Paul Tremblay, Robb Wells",Canada,2015-12-09,2015,TV-MA,74 min,International Movies,2015.0,74,min
s5882,Movie,A Very Murray Christmas,Sofia Coppola,United States,2015-12-04,2015,TV-14,57 min,Comedies,2015.0,57,min
s5882,Movie,A Very Murray Christmas,Sofia Coppola,United States,2015-12-04,2015,TV-14,57 min,Music & Musicals,2015.0,57,min
s5883,TV Show,Atelier,Unknown,Japan,2015-12-01,2015,TV-PG,1 Season,International TV Shows,2015.0,1,Season
s5883,TV Show,Atelier,Unknown,Japan,2015-12-01,2015,TV-PG,1 Season,TV Dramas,2015.0,1,Season
s5884,Movie,Naomi and Ely's No Kiss List,Kristin Hanggi,United States,2015-11-18,2015,TV-MA,91 min,Comedies,2015.0,91,min
s5884,Movie,Naomi and Ely's No Kiss List,Kristin Hanggi,United States,2015-11-18,2015,TV-MA,91 min,Dramas,2015.0,91,min
s5884,Movie,Naomi and Ely's No Kiss List,Kristin Hanggi,United States,2015-11-18,2015,TV-MA,91 min,LGBTQ Movies,2015.0,91,min
s5885,Movie,John Mulaney: The Comeback Kid,Rhys Thomas,United States,2015-11-13,2015,TV-MA,62 min,Stand-Up Comedy,2015.0,62,min
s5886,TV Show,W/ Bob & David,Unknown,United States,2015-11-13,2015,TV-MA,1 Season,TV Comedies,2015.0,1,Season
s5887,Movie,Manson Family Vacation,J. Davis,United States,2015-10-27,2015,TV-MA,85 min,Comedies,2015.0,85,min
s5887,Movie,Manson Family Vacation,J. Davis,United States,2015-10-27,2015,TV-MA,85 min,Dramas,2015.0,85,min
s5887,Movie,Manson Family Vacation,J. Davis,United States,2015-10-27,2015,TV-MA,85 min,Independent Movies,2015.0,85,min
s5888,Movie,Walt Disney Animation Studios Short Films Collection,"Chris Buck, Jennifer Lee, Patrick Osborne, Lauren MacMullan, John Kahrs, Nathan Greno, Byron Howard, Stevie Wermers, Dean Wellins, Kevin Deters, Roger Allers, Mike Gabriel, Mark Henn",United States,2015-10-25,2015,TV-Y,90 min,Children & Family Movies,2015.0,90,min
s5889,TV Show,Hemlock Grove,Eli Roth,United States,2015-10-23,2015,TV-MA,3 Seasons,TV Horror,2015.0,3,Seasons
s5889,TV Show,Hemlock Grove,Eli Roth,United States,2015-10-23,2015,TV-MA,3 Seasons,TV Mysteries,2015.0,3,Seasons
s5889,TV Show,Hemlock Grove,Eli Roth,United States,2015-10-23,2015,TV-MA,3 Seasons,TV Thrillers,2015.0,3,Seasons
s5890,Movie,Results,Andrew Bujalski,United States,2015-10-22,2015,R,105 min,Comedies,2015.0,105,min
s5890,Movie,Results,Andrew Bujalski,United States,2015-10-22,2015,R,105 min,Independent Movies,2015.0,105,min
s5891,Movie,Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,United States,2015-10-16,2015,TV-MA,59 min,Stand-Up Comedy,2015.0,59,min
s5892,Movie,Beasts of No Nation,Cary Joji Fukunaga,United States,2015-10-16,2015,TV-MA,137 min,Dramas,2015.0,137,min
s5892,Movie,Beasts of No Nation,Cary Joji Fukunaga,United States,2015-10-16,2015,TV-MA,137 min,Independent Movies,2015.0,137,min
s5893,Movie,Circle,"Aaron Hann, Mario Miscione",United States,2015-10-16,2015,TV-MA,86 min,Dramas,2015.0,86,min
s5893,Movie,Circle,"Aaron Hann, Mario Miscione",United States,2015-10-16,2015,TV-MA,86 min,Independent Movies,2015.0,86,min
s5893,Movie,Circle,"Aaron Hann, Mario Miscione",United States,2015-10-16,2015,TV-MA,86 min,Sci-Fi & Fantasy,2015.0,86,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,United Kingdom,2015-10-09,2015,TV-MA,99 min,Documentaries,2015.0,99,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,Ukraine,2015-10-09,2015,TV-MA,99 min,Documentaries,2015.0,99,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,United States,2015-10-09,2015,TV-MA,99 min,Documentaries,2015.0,99,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,United Kingdom,2015-10-09,2015,TV-MA,99 min,International Movies,2015.0,99,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,Ukraine,2015-10-09,2015,TV-MA,99 min,International Movies,2015.0,99,min
s5894,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,United States,2015-10-09,2015,TV-MA,99 min,International Movies,2015.0,99,min
s5895,Movie,Anjelah Johnson: Not Fancy,Jay Karas,United States,2015-10-02,2015,TV-14,64 min,Stand-Up Comedy,2015.0,64,min
s5896,TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,Unknown,Unknown,2015-10-01,2014,TV-PG,1 Season,Kids' TV,2015.0,1,Season
s5897,Movie,Keith Richards: Under the Influence,Morgan Neville,United States,2015-09-18,2015,TV-14,82 min,Documentaries,2015.0,82,min
s5897,Movie,Keith Richards: Under the Influence,Morgan Neville,United States,2015-09-18,2015,TV-14,82 min,Music & Musicals,2015.0,82,min
s5898,Movie,Cowspiracy: The Sustainability Secret,"Kip Andersen, Keegan Kuhn",United States,2015-09-15,2014,TV-PG,90 min,Documentaries,2015.0,90,min
s5899,Movie,6 Years,Hannah Fidell,United States,2015-09-08,2015,TV-MA,80 min,Dramas,2015.0,80,min
s5899,Movie,6 Years,Hannah Fidell,United States,2015-09-08,2015,TV-MA,80 min,Independent Movies,2015.0,80,min
s5899,Movie,6 Years,Hannah Fidell,United States,2015-09-08,2015,TV-MA,80 min,Romantic Movies,2015.0,80,min
s5900,Movie,Demetri Martin: Live (At the Time),Jay Karas,United States,2015-08-14,2015,TV-MA,62 min,Stand-Up Comedy,2015.0,62,min
s5901,TV Show,Wet Hot American Summer,Unknown,United States,2015-07-31,2015,TV-MA,1 Season,TV Comedies,2015.0,1,Season
s5902,Movie,Tig,"Kristina Goolsby, Ashley York",United States,2015-07-17,2015,TV-14,92 min,Documentaries,2015.0,92,min
s5902,Movie,Tig,"Kristina Goolsby, Ashley York",United States,2015-07-17,2015,TV-14,92 min,Stand-Up Comedy,2015.0,92,min
s5903,TV Show,H2O: Mermaid Adventures,Unknown,Germany,2015-07-15,2015,TV-Y7,2 Seasons,Kids' TV,2015.0,2,Seasons
s5903,TV Show,H2O: Mermaid Adventures,Unknown,Australia,2015-07-15,2015,TV-Y7,2 Seasons,Kids' TV,2015.0,2,Seasons
s5903,TV Show,H2O: Mermaid Adventures,Unknown,France,2015-07-15,2015,TV-Y7,2 Seasons,Kids' TV,2015.0,2,Seasons
s5903,TV Show,H2O: Mermaid Adventures,Unknown,China,2015-07-15,2015,TV-Y7,2 Seasons,Kids' TV,2015.0,2,Seasons
s5904,Movie,Creep,Patrick Brice,United States,2015-07-14,2014,R,78 min,Horror Movies,2015.0,78,min
s5904,Movie,Creep,Patrick Brice,United States,2015-07-14,2014,R,78 min,Independent Movies,2015.0,78,min
s5904,Movie,Creep,Patrick Brice,United States,2015-07-14,2014,R,78 min,Thrillers,2015.0,78,min
s5905,Movie,Chris Tucker Live,Phil Joanou,United States,2015-07-10,2015,TV-MA,92 min,Stand-Up Comedy,2015.0,92,min
s5906,Movie,Ralphie May: Imperfectly Yours,Anthony Pierce,United States,2015-06-29,2015,TV-MA,69 min,Stand-Up Comedy,2015.0,69,min
s5907,Movie,"What Happened, Miss Simone?",Liz Garbus,United States,2015-06-26,2015,TV-14,103 min,Documentaries,2015.0,103,min
s5907,Movie,"What Happened, Miss Simone?",Liz Garbus,United States,2015-06-26,2015,TV-14,103 min,Music & Musicals,2015.0,103,min
s5908,Movie,Advantageous,Jennifer Phang,United States,2015-06-23,2015,TV-MA,92 min,Dramas,2015.0,92,min
s5908,Movie,Advantageous,Jennifer Phang,United States,2015-06-23,2015,TV-MA,92 min,Independent Movies,2015.0,92,min
s5908,Movie,Advantageous,Jennifer Phang,United States,2015-06-23,2015,TV-MA,92 min,Sci-Fi & Fantasy,2015.0,92,min
s5909,TV Show,Danger Mouse: Classic Collection,Unknown,United Kingdom,2015-06-15,1992,TV-Y,10 Seasons,British TV Shows,2015.0,10,Seasons
s5909,TV Show,Danger Mouse: Classic Collection,Unknown,United Kingdom,2015-06-15,1992,TV-Y,10 Seasons,Kids' TV,2015.0,10,Seasons
s5909,TV Show,Danger Mouse: Classic Collection,Unknown,United Kingdom,2015-06-15,1992,TV-Y,10 Seasons,TV Comedies,2015.0,10,Seasons
s5910,Movie,The Perfect Dictatorship,Luis Estrada,Mexico,2015-06-01,2014,TV-MA,143 min,Comedies,2015.0,143,min
s5910,Movie,The Perfect Dictatorship,Luis Estrada,Mexico,2015-06-01,2014,TV-MA,143 min,Dramas,2015.0,143,min
s5910,Movie,The Perfect Dictatorship,Luis Estrada,Mexico,2015-06-01,2014,TV-MA,143 min,International Movies,2015.0,143,min
s5911,Movie,Hot Girls Wanted,"Jill Bauer, Ronna Gradus",United States,2015-05-29,2015,TV-MA,83 min,Documentaries,2015.0,83,min
s5912,Movie,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Lance Bangs,United States,2015-05-22,2015,TV-MA,78 min,Stand-Up Comedy,2015.0,78,min
s5913,Movie,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,United States,2015-05-22,2015,TV-14,84 min,Documentaries,2015.0,84,min
s5913,Movie,The Other One: The Long Strange Trip of Bob Weir,Mike Fleiss,United States,2015-05-22,2015,TV-14,84 min,Music & Musicals,2015.0,84,min
s5914,Movie,Chris D'Elia: Incorrigible,Bill D'Elia,United States,2015-04-17,2015,TV-MA,84 min,Stand-Up Comedy,2015.0,84,min
s5915,TV Show,Oscar's Oasis,Unknown,France,2015-03-15,2011,TV-Y,1 Season,Kids' TV,2015.0,1,Season
s5916,Movie,Aziz Ansari Live at Madison Square Garden,Aziz Ansari,United States,2015-03-06,2015,TV-MA,58 min,Stand-Up Comedy,2015.0,58,min
s5917,Movie,My Own Man,David Sampliner,United States,2015-03-06,2015,TV-MA,82 min,Documentaries,2015.0,82,min
s5918,Movie,Ralphie May: Unruly,John Asher,United States,2015-02-27,2015,TV-MA,83 min,Stand-Up Comedy,2015.0,83,min
s5919,Movie,Virunga: Gorillas in Peril,Unknown,United States,2015-02-13,2015,TV-14,29 min,Documentaries,2015.0,29,min
s5920,Movie,Iliza Shlesinger: Freezing Hot,Unknown,Unknown,2015-01-23,2015,TV-MA,72 min,Stand-Up Comedy,2015.0,72,min
s5921,Movie,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,Unknown,United States,2014-12-19,2014,TV-MA,26 min,Movies,2014.0,26,min
s5922,Movie,Bill Burr: I'm Sorry You Feel That Way,Jay Karas,United States,2014-12-05,2014,TV-MA,81 min,Stand-Up Comedy,2014.0,81,min
s5923,TV Show,Lilyhammer,Unknown,Norway,2014-11-21,2014,TV-MA,3 Seasons,Crime TV Shows,2014.0,3,Seasons
s5923,TV Show,Lilyhammer,Unknown,United States,2014-11-21,2014,TV-MA,3 Seasons,Crime TV Shows,2014.0,3,Seasons
s5923,TV Show,Lilyhammer,Unknown,Norway,2014-11-21,2014,TV-MA,3 Seasons,TV Comedies,2014.0,3,Seasons
s5923,TV Show,Lilyhammer,Unknown,United States,2014-11-21,2014,TV-MA,3 Seasons,TV Comedies,2014.0,3,Seasons
s5923,TV Show,Lilyhammer,Unknown,Norway,2014-11-21,2014,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5923,TV Show,Lilyhammer,Unknown,United States,2014-11-21,2014,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5924,TV Show,Goosebumps,Unknown,Canada,2014-11-19,1998,TV-G,5 Seasons,Kids' TV,2014.0,5,Seasons
s5924,TV Show,Goosebumps,Unknown,Canada,2014-11-19,1998,TV-G,5 Seasons,TV Thrillers,2014.0,5,Seasons
s5925,Movie,Chelsea Peretti: One of the Greats,Lance Bangs,United States,2014-11-14,2014,TV-MA,75 min,Stand-Up Comedy,2014.0,75,min
s5926,Movie,Virunga,Orlando von Einsiedel,"United Kingdom,",2014-11-07,2014,TV-MA,100 min,Documentaries,2014.0,100,min
s5926,Movie,Virunga,Orlando von Einsiedel,"United Kingdom,",2014-11-07,2014,TV-MA,100 min,International Movies,2014.0,100,min
s5927,Movie,E-Team,"Katy Chevigny, Ross Kauffman",United States,2014-10-24,2014,TV-MA,90 min,Documentaries,2014.0,90,min
s5928,Movie,Wyatt Cenac: Brooklyn,Wyatt Cenac,United States,2014-10-21,2014,TV-MA,68 min,Stand-Up Comedy,2014.0,68,min
s5929,Movie,Chelsea Handler: Uganda Be Kidding Me Live,James Yukich,United States,2014-10-10,2014,TV-MA,71 min,Stand-Up Comedy,2014.0,71,min
s5930,Movie,Print the Legend,"Luis Lopez, Clay Tweel",United States,2014-09-26,2014,TV-14,100 min,Documentaries,2014.0,100,min
s5931,Movie,Mission Blue,"Robert Nixon, Fisher Stevens",United States,2014-08-15,2014,TV-PG,94 min,Documentaries,2014.0,94,min
s5931,Movie,Mission Blue,"Robert Nixon, Fisher Stevens",Bermuda,2014-08-15,2014,TV-PG,94 min,Documentaries,2014.0,94,min
s5931,Movie,Mission Blue,"Robert Nixon, Fisher Stevens",Ecuador,2014-08-15,2014,TV-PG,94 min,Documentaries,2014.0,94,min
s5932,Movie,The Battered Bastards of Baseball,"Chapman Way, Maclain Way",United States,2014-07-11,2014,TV-MA,80 min,Documentaries,2014.0,80,min
s5932,Movie,The Battered Bastards of Baseball,"Chapman Way, Maclain Way",United States,2014-07-11,2014,TV-MA,80 min,Sports Movies,2014.0,80,min
s5933,Movie,From One Second to the Next,Werner Herzog,United States,2014-04-15,2013,TV-14,35 min,Documentaries,2014.0,35,min
s5934,TV Show,The Borgias,Unknown,United States,2014-02-01,2013,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5934,TV Show,The Borgias,Unknown,Hungary,2014-02-01,2013,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5934,TV Show,The Borgias,Unknown,Ireland,2014-02-01,2013,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5934,TV Show,The Borgias,Unknown,Canada,2014-02-01,2013,TV-MA,3 Seasons,TV Dramas,2014.0,3,Seasons
s5935,Movie,Mitt,Greg Whiteley,United States,2014-01-24,2014,TV-PG,93 min,Documentaries,2014.0,93,min
s5936,Movie,The Square,Jehane Noujaim,United Kingdom,2014-01-17,2013,TV-MA,105 min,Documentaries,2014.0,105,min
s5936,Movie,The Square,Jehane Noujaim,Egypt,2014-01-17,2013,TV-MA,105 min,Documentaries,2014.0,105,min
s5936,Movie,The Square,Jehane Noujaim,United States,2014-01-17,2013,TV-MA,105 min,Documentaries,2014.0,105,min
s5936,Movie,The Square,Jehane Noujaim,United Kingdom,2014-01-17,2013,TV-MA,105 min,International Movies,2014.0,105,min
s5936,Movie,The Square,Jehane Noujaim,Egypt,2014-01-17,2013,TV-MA,105 min,International Movies,2014.0,105,min
s5936,Movie,The Square,Jehane Noujaim,United States,2014-01-17,2013,TV-MA,105 min,International Movies,2014.0,105,min
s5937,Movie,Shrek the Musical,Jason Moore,United States,2013-12-29,2013,TV-G,130 min,Children & Family Movies,2013.0,130,min
s5937,Movie,Shrek the Musical,Jason Moore,United States,2013-12-29,2013,TV-G,130 min,Comedies,2013.0,130,min
s5937,Movie,Shrek the Musical,Jason Moore,United States,2013-12-29,2013,TV-G,130 min,Music & Musicals,2013.0,130,min
s5938,Movie,The Short Game,Josh Greenbaum,United States,2013-12-12,2013,PG,100 min,Children & Family Movies,2013.0,100,min
s5938,Movie,The Short Game,Josh Greenbaum,United States,2013-12-12,2013,PG,100 min,Documentaries,2013.0,100,min
s5938,Movie,The Short Game,Josh Greenbaum,United States,2013-12-12,2013,PG,100 min,Sports Movies,2013.0,100,min
s5939,Movie,Aziz Ansari: Buried Alive,"Will Lovelace, Dylan Southern",United States,2013-11-01,2013,TV-MA,80 min,Stand-Up Comedy,2013.0,80,min
s5940,TV Show,The 4400,Unknown,United States,2013-09-01,2007,TV-14,4 Seasons,TV Dramas,2013.0,4,Seasons
s5940,TV Show,The 4400,Unknown,United Kingdom,2013-09-01,2007,TV-14,4 Seasons,TV Dramas,2013.0,4,Seasons
s5940,TV Show,The 4400,Unknown,United States,2013-09-01,2007,TV-14,4 Seasons,TV Mysteries,2013.0,4,Seasons
s5940,TV Show,The 4400,Unknown,United Kingdom,2013-09-01,2007,TV-14,4 Seasons,TV Mysteries,2013.0,4,Seasons
s5940,TV Show,The 4400,Unknown,United States,2013-09-01,2007,TV-14,4 Seasons,TV Sci-Fi & Fantasy,2013.0,4,Seasons
s5940,TV Show,The 4400,Unknown,United Kingdom,2013-09-01,2007,TV-14,4 Seasons,TV Sci-Fi & Fantasy,2013.0,4,Seasons
s5941,TV Show,Breaking Bad,Unknown,United States,2013-08-02,2013,TV-MA,5 Seasons,Crime TV Shows,2013.0,5,Seasons
s5941,TV Show,Breaking Bad,Unknown,United States,2013-08-02,2013,TV-MA,5 Seasons,TV Dramas,2013.0,5,Seasons
s5941,TV Show,Breaking Bad,Unknown,United States,2013-08-02,2013,TV-MA,5 Seasons,TV Thrillers,2013.0,5,Seasons
s5942,Movie,Being Elmo: A Puppeteer's Journey,Constance Marks,United States,2012-02-21,2011,PG,76 min,Documentaries,2012.0,76,min
s5943,Movie,A Stoning in Fulham County,Larry Elikann,United States,2011-10-01,1988,TV-14,95 min,Dramas,2011.0,95,min
s5944,Movie,Adam: His Song Continues,Robert Markowitz,United States,2011-10-01,1986,TV-MA,96 min,Dramas,2011.0,96,min
s5945,Movie,Hard Lessons,Eric Laneuville,United States,2011-10-01,1986,TV-14,94 min,Dramas,2011.0,94,min
s5946,Movie,In Defense of a Married Man,Joel Oliansky,United States,2011-10-01,1990,TV-14,94 min,Dramas,2011.0,94,min
s5947,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,United States,2011-10-01,1988,TV-PG,93 min,Dramas,2011.0,93,min
s5947,Movie,Quiet Victory: The Charlie Wedemeyer Story,Roy Campanella II,United States,2011-10-01,1988,TV-PG,93 min,Sports Movies,2011.0,93,min
s5948,Movie,Strange Voices,Arthur Allan Seidelman,United States,2011-10-01,1987,TV-PG,96 min,Dramas,2011.0,96,min
s5949,Movie,The Ryan White Story,John Herzfeld,United States,2011-10-01,1989,TV-PG,94 min,Dramas,2011.0,94,min
s5950,Movie,Too Young the Hero,Buzz Kulik,United States,2011-10-01,1988,TV-MA,94 min,Dramas,2011.0,94,min
s5951,Movie,Triumph of the Heart,Richard Michaels,United States,2011-10-01,1991,TV-PG,93 min,Dramas,2011.0,93,min
s5951,Movie,Triumph of the Heart,Richard Michaels,United States,2011-10-01,1991,TV-PG,93 min,Sports Movies,2011.0,93,min
s5952,Movie,Unspeakable Acts,Linda Otto,United States,2011-10-01,1990,TV-14,95 min,Dramas,2011.0,95,min
s5953,Movie,Victim of Beauty,Roger Young,United States,2011-10-01,1991,TV-14,93 min,Dramas,2011.0,93,min
s5953,Movie,Victim of Beauty,Roger Young,United States,2011-10-01,1991,TV-14,93 min,Thrillers,2011.0,93,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United States,2011-09-27,2000,TV-PG,75 min,Children & Family Movies,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",France,2011-09-27,2000,TV-PG,75 min,Children & Family Movies,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United Kingdom,2011-09-27,2000,TV-PG,75 min,Children & Family Movies,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United States,2011-09-27,2000,TV-PG,75 min,Dramas,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",France,2011-09-27,2000,TV-PG,75 min,Dramas,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United Kingdom,2011-09-27,2000,TV-PG,75 min,Dramas,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United States,2011-09-27,2000,TV-PG,75 min,Faith & Spirituality,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",France,2011-09-27,2000,TV-PG,75 min,Faith & Spirituality,2011.0,75,min
s5954,Movie,Joseph: King of Dreams,"Rob LaDuca, Robert C. Ramirez",United Kingdom,2011-09-27,2000,TV-PG,75 min,Faith & Spirituality,2011.0,75,min
s5955,Movie,Even the Rain,Icíar Bollaín,Spain,2011-05-17,2010,TV-MA,103 min,Dramas,2011.0,103,min
s5955,Movie,Even the Rain,Icíar Bollaín,Mexico,2011-05-17,2010,TV-MA,103 min,Dramas,2011.0,103,min
s5955,Movie,Even the Rain,Icíar Bollaín,France,2011-05-17,2010,TV-MA,103 min,Dramas,2011.0,103,min
s5955,Movie,Even the Rain,Icíar Bollaín,Spain,2011-05-17,2010,TV-MA,103 min,International Movies,2011.0,103,min
s5955,Movie,Even the Rain,Icíar Bollaín,Mexico,2011-05-17,2010,TV-MA,103 min,International Movies,2011.0,103,min
s5955,Movie,Even the Rain,Icíar Bollaín,France,2011-05-17,2010,TV-MA,103 min,International Movies,2011.0,103,min
s5956,Movie,Splatter,Joe Dante,United States,2009-11-18,2009,TV-MA,29 min,Horror Movies,2009.0,29,min
s5957,Movie,Just Another Love Story,Ole Bornedal,Denmark,2009-05-05,2007,TV-MA,104 min,Dramas,2009.0,104,min
s5957,Movie,Just Another Love Story,Ole Bornedal,Denmark,2009-05-05,2007,TV-MA,104 min,International Movies,2009.0,104,min
s5958,Movie,To and From New York,Sorin Dan Mihalcescu,United States,2008-01-01,2006,TV-MA,81 min,Dramas,2008.0,81,min
